cell_id,anomaly_label,cell_type,disease_category
CELL_000127,0,Neutrophil,Normal_WBC
CELL_000758,0,Neutrophil,Normal_WBC
CELL_005694,1,Reactive_Lymphocyte,Infection
CELL_004692,1,Schistocyte,Anemia
CELL_004676,1,Schistocyte,Anemia
CELL_004257,1,Blast_Cell,Leukemia
CELL_003110,0,Normal_RBC,Normal_RBC
CELL_001565,0,Lymphocyte,Normal_WBC
CELL_000276,0,Neutrophil,Normal_WBC
CELL_004424,1,Prolymphocyte,Leukemia
CELL_004063,1,Blast_Cell,Leukemia
CELL_000827,0,Neutrophil,Normal_WBC
CELL_001746,0,Lymphocyte,Normal_WBC
CELL_002180,0,Monocyte,Normal_WBC
CELL_002042,0,Monocyte,Normal_WBC
CELL_000208,0,Neutrophil,Normal_WBC
CELL_003754,0,Platelet,Normal_Platelet
CELL_004325,1,Prolymphocyte,Leukemia
CELL_004433,1,Prolymphocyte,Leukemia
CELL_001446,0,Lymphocyte,Normal_WBC
CELL_002270,0,Monocyte,Normal_WBC
CELL_002720,0,Basophil,Normal_WBC
CELL_003596,0,Normal_RBC,Normal_RBC
CELL_004163,1,Blast_Cell,Leukemia
CELL_000094,0,Neutrophil,Normal_WBC
CELL_001356,0,Lymphocyte,Normal_WBC
CELL_002199,0,Monocyte,Normal_WBC
CELL_004148,1,Blast_Cell,Leukemia
CELL_001237,0,Lymphocyte,Normal_WBC
CELL_005653,1,Reactive_Lymphocyte,Infection
CELL_003845,0,Platelet,Normal_Platelet
CELL_005407,1,Hypersegmented_Neutrophil,Infection
CELL_003487,0,Normal_RBC,Normal_RBC
CELL_002030,0,Monocyte,Normal_WBC
CELL_005747,1,Smudge_Cell,Artefact
CELL_005064,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002518,0,Eosinophil,Normal_WBC
CELL_003348,0,Normal_RBC,Normal_RBC
CELL_004189,1,Blast_Cell,Leukemia
CELL_004910,1,Spherocyte,Anemia
CELL_002160,0,Monocyte,Normal_WBC
CELL_002791,0,Basophil,Normal_WBC
CELL_005776,1,Smudge_Cell,Artefact
CELL_001950,0,Lymphocyte,Normal_WBC
CELL_000124,0,Neutrophil,Normal_WBC
CELL_005211,1,Target_Cell,Anemia
CELL_000156,0,Neutrophil,Normal_WBC
CELL_000933,0,Neutrophil,Normal_WBC
CELL_003699,0,Normal_RBC,Normal_RBC
CELL_003893,0,Platelet,Normal_Platelet
CELL_001239,0,Lymphocyte,Normal_WBC
CELL_002702,0,Basophil,Normal_WBC
CELL_005514,1,Toxic_Granulation,Infection
CELL_004517,1,Elliptocyte,Anemia
CELL_003233,0,Normal_RBC,Normal_RBC
CELL_001917,0,Lymphocyte,Normal_WBC
CELL_001075,0,Neutrophil,Normal_WBC
CELL_005600,1,Reactive_Lymphocyte,Infection
CELL_003007,0,Normal_RBC,Normal_RBC
CELL_001411,0,Lymphocyte,Normal_WBC
CELL_003047,0,Normal_RBC,Normal_RBC
CELL_001645,0,Lymphocyte,Normal_WBC
CELL_005496,1,Toxic_Granulation,Infection
CELL_001235,0,Lymphocyte,Normal_WBC
CELL_003291,0,Normal_RBC,Normal_RBC
CELL_002627,0,Eosinophil,Normal_WBC
CELL_001703,0,Lymphocyte,Normal_WBC
CELL_000695,0,Neutrophil,Normal_WBC
CELL_004204,1,Blast_Cell,Leukemia
CELL_003592,0,Normal_RBC,Normal_RBC
CELL_001091,0,Neutrophil,Normal_WBC
CELL_002659,0,Basophil,Normal_WBC
CELL_000183,0,Neutrophil,Normal_WBC
CELL_003085,0,Normal_RBC,Normal_RBC
CELL_002509,0,Eosinophil,Normal_WBC
CELL_000049,0,Neutrophil,Normal_WBC
CELL_001616,0,Lymphocyte,Normal_WBC
CELL_001557,0,Lymphocyte,Normal_WBC
CELL_004912,1,Spherocyte,Anemia
CELL_004364,1,Prolymphocyte,Leukemia
CELL_000131,0,Neutrophil,Normal_WBC
CELL_001151,0,Lymphocyte,Normal_WBC
CELL_003805,0,Platelet,Normal_Platelet
CELL_000531,0,Neutrophil,Normal_WBC
CELL_000436,0,Neutrophil,Normal_WBC
CELL_004414,1,Prolymphocyte,Leukemia
CELL_002059,0,Monocyte,Normal_WBC
CELL_005184,1,Target_Cell,Anemia
CELL_004967,1,Spherocyte,Anemia
CELL_002412,0,Eosinophil,Normal_WBC
CELL_003281,0,Normal_RBC,Normal_RBC
CELL_003572,0,Normal_RBC,Normal_RBC
CELL_001389,0,Lymphocyte,Normal_WBC
CELL_002958,0,Normal_RBC,Normal_RBC
CELL_000634,0,Neutrophil,Normal_WBC
CELL_003930,0,Platelet,Normal_Platelet
CELL_002670,0,Basophil,Normal_WBC
CELL_005517,1,Toxic_Granulation,Infection
CELL_005472,1,Toxic_Granulation,Infection
CELL_003627,0,Normal_RBC,Normal_RBC
CELL_003404,0,Normal_RBC,Normal_RBC
CELL_005676,1,Reactive_Lymphocyte,Infection
CELL_000981,0,Neutrophil,Normal_WBC
CELL_005031,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004668,1,Schistocyte,Anemia
CELL_002684,0,Basophil,Normal_WBC
CELL_001272,0,Lymphocyte,Normal_WBC
CELL_000193,0,Neutrophil,Normal_WBC
CELL_000943,0,Neutrophil,Normal_WBC
CELL_003447,0,Normal_RBC,Normal_RBC
CELL_003773,0,Platelet,Normal_Platelet
CELL_002496,0,Eosinophil,Normal_WBC
CELL_000142,0,Neutrophil,Normal_WBC
CELL_004124,1,Blast_Cell,Leukemia
CELL_004772,1,Schistocyte,Anemia
CELL_005785,1,Smudge_Cell,Artefact
CELL_001709,0,Lymphocyte,Normal_WBC
CELL_002932,0,Normal_RBC,Normal_RBC
CELL_003910,0,Platelet,Normal_Platelet
CELL_002911,0,Normal_RBC,Normal_RBC
CELL_000669,0,Neutrophil,Normal_WBC
CELL_000288,0,Neutrophil,Normal_WBC
CELL_001322,0,Lymphocyte,Normal_WBC
CELL_002703,0,Basophil,Normal_WBC
CELL_001244,0,Lymphocyte,Normal_WBC
CELL_000160,0,Neutrophil,Normal_WBC
CELL_005135,1,Target_Cell,Anemia
CELL_002123,0,Monocyte,Normal_WBC
CELL_003549,0,Normal_RBC,Normal_RBC
CELL_004454,1,Prolymphocyte,Leukemia
CELL_004500,1,Elliptocyte,Anemia
CELL_000717,0,Neutrophil,Normal_WBC
CELL_002604,0,Eosinophil,Normal_WBC
CELL_002455,0,Eosinophil,Normal_WBC
CELL_000792,0,Neutrophil,Normal_WBC
CELL_001700,0,Lymphocyte,Normal_WBC
CELL_003726,0,Platelet,Normal_Platelet
CELL_000037,0,Neutrophil,Normal_WBC
CELL_000646,0,Neutrophil,Normal_WBC
CELL_005235,1,Target_Cell,Anemia
CELL_005157,1,Target_Cell,Anemia
CELL_003914,0,Platelet,Normal_Platelet
CELL_001298,0,Lymphocyte,Normal_WBC
CELL_003753,0,Platelet,Normal_Platelet
CELL_000338,0,Neutrophil,Normal_WBC
CELL_001487,0,Lymphocyte,Normal_WBC
CELL_003631,0,Normal_RBC,Normal_RBC
CELL_004347,1,Prolymphocyte,Leukemia
CELL_005783,1,Smudge_Cell,Artefact
CELL_000163,0,Neutrophil,Normal_WBC
CELL_003087,0,Normal_RBC,Normal_RBC
CELL_000828,0,Neutrophil,Normal_WBC
CELL_005272,1,Hypersegmented_Neutrophil,Infection
CELL_004746,1,Schistocyte,Anemia
CELL_002640,0,Eosinophil,Normal_WBC
CELL_004857,1,Spherocyte,Anemia
CELL_000259,0,Neutrophil,Normal_WBC
CELL_002463,0,Eosinophil,Normal_WBC
CELL_004094,1,Blast_Cell,Leukemia
CELL_003213,0,Normal_RBC,Normal_RBC
CELL_005423,1,Toxic_Granulation,Infection
CELL_000472,0,Neutrophil,Normal_WBC
CELL_000303,0,Neutrophil,Normal_WBC
CELL_004506,1,Elliptocyte,Anemia
CELL_005388,1,Hypersegmented_Neutrophil,Infection
CELL_001590,0,Lymphocyte,Normal_WBC
CELL_002531,0,Eosinophil,Normal_WBC
CELL_003756,0,Platelet,Normal_Platelet
CELL_000441,0,Neutrophil,Normal_WBC
CELL_003423,0,Normal_RBC,Normal_RBC
CELL_005353,1,Hypersegmented_Neutrophil,Infection
CELL_002413,0,Eosinophil,Normal_WBC
CELL_003415,0,Normal_RBC,Normal_RBC
CELL_002557,0,Eosinophil,Normal_WBC
CELL_002122,0,Monocyte,Normal_WBC
CELL_002154,0,Monocyte,Normal_WBC
CELL_005385,1,Hypersegmented_Neutrophil,Infection
CELL_001686,0,Lymphocyte,Normal_WBC
CELL_001477,0,Lymphocyte,Normal_WBC
CELL_002565,0,Eosinophil,Normal_WBC
CELL_002155,0,Monocyte,Normal_WBC
CELL_001944,0,Lymphocyte,Normal_WBC
CELL_000996,0,Neutrophil,Normal_WBC
CELL_005879,1,Artefact,Artefact
CELL_002978,0,Normal_RBC,Normal_RBC
CELL_000199,0,Neutrophil,Normal_WBC
CELL_001057,0,Neutrophil,Normal_WBC
CELL_001271,0,Lymphocyte,Normal_WBC
CELL_001498,0,Lymphocyte,Normal_WBC
CELL_000575,0,Neutrophil,Normal_WBC
CELL_003207,0,Normal_RBC,Normal_RBC
CELL_003734,0,Platelet,Normal_Platelet
CELL_001762,0,Lymphocyte,Normal_WBC
CELL_001182,0,Lymphocyte,Normal_WBC
CELL_003831,0,Platelet,Normal_Platelet
CELL_004194,1,Blast_Cell,Leukemia
CELL_002388,0,Eosinophil,Normal_WBC
CELL_001031,0,Neutrophil,Normal_WBC
CELL_000298,0,Neutrophil,Normal_WBC
CELL_003266,0,Normal_RBC,Normal_RBC
CELL_002038,0,Monocyte,Normal_WBC
CELL_002200,0,Monocyte,Normal_WBC
CELL_003954,0,Platelet,Normal_Platelet
CELL_000782,0,Neutrophil,Normal_WBC
CELL_001256,0,Lymphocyte,Normal_WBC
CELL_002420,0,Eosinophil,Normal_WBC
CELL_003039,0,Normal_RBC,Normal_RBC
CELL_004803,1,Schistocyte,Anemia
CELL_003278,0,Normal_RBC,Normal_RBC
CELL_005505,1,Toxic_Granulation,Infection
CELL_003420,0,Normal_RBC,Normal_RBC
CELL_002326,0,Monocyte,Normal_WBC
CELL_003789,0,Platelet,Normal_Platelet
CELL_004283,1,Prolymphocyte,Leukemia
CELL_004226,1,Blast_Cell,Leukemia
CELL_005644,1,Reactive_Lymphocyte,Infection
CELL_002275,0,Monocyte,Normal_WBC
CELL_000988,0,Neutrophil,Normal_WBC
CELL_003459,0,Normal_RBC,Normal_RBC
CELL_002864,0,Normal_RBC,Normal_RBC
CELL_005434,1,Toxic_Granulation,Infection
CELL_005404,1,Hypersegmented_Neutrophil,Infection
CELL_004046,1,Blast_Cell,Leukemia
CELL_005131,1,Target_Cell,Anemia
CELL_004866,1,Spherocyte,Anemia
CELL_005795,1,Smudge_Cell,Artefact
CELL_003951,0,Platelet,Normal_Platelet
CELL_002393,0,Eosinophil,Normal_WBC
CELL_003458,0,Normal_RBC,Normal_RBC
CELL_005821,1,Artefact,Artefact
CELL_003425,0,Normal_RBC,Normal_RBC
CELL_003491,0,Normal_RBC,Normal_RBC
CELL_004331,1,Prolymphocyte,Leukemia
CELL_004153,1,Blast_Cell,Leukemia
CELL_004941,1,Spherocyte,Anemia
CELL_005219,1,Target_Cell,Anemia
CELL_005414,1,Toxic_Granulation,Infection
CELL_002431,0,Eosinophil,Normal_WBC
CELL_004200,1,Blast_Cell,Leukemia
CELL_004627,1,Elliptocyte,Anemia
CELL_001346,0,Lymphocyte,Normal_WBC
CELL_002654,0,Basophil,Normal_WBC
CELL_002945,0,Normal_RBC,Normal_RBC
CELL_001081,0,Neutrophil,Normal_WBC
CELL_001154,0,Lymphocyte,Normal_WBC
CELL_001980,0,Monocyte,Normal_WBC
CELL_003641,0,Normal_RBC,Normal_RBC
CELL_002799,0,Basophil,Normal_WBC
CELL_004846,1,Spherocyte,Anemia
CELL_004636,1,Elliptocyte,Anemia
CELL_003250,0,Normal_RBC,Normal_RBC
CELL_005799,1,Smudge_Cell,Artefact
CELL_000354,0,Neutrophil,Normal_WBC
CELL_001159,0,Lymphocyte,Normal_WBC
CELL_002986,0,Normal_RBC,Normal_RBC
CELL_000306,0,Neutrophil,Normal_WBC
CELL_001589,0,Lymphocyte,Normal_WBC
CELL_001901,0,Lymphocyte,Normal_WBC
CELL_004702,1,Schistocyte,Anemia
CELL_002242,0,Monocyte,Normal_WBC
CELL_003358,0,Normal_RBC,Normal_RBC
CELL_003010,0,Normal_RBC,Normal_RBC
CELL_003576,0,Normal_RBC,Normal_RBC
CELL_002543,0,Eosinophil,Normal_WBC
CELL_004575,1,Elliptocyte,Anemia
CELL_002102,0,Monocyte,Normal_WBC
CELL_005287,1,Hypersegmented_Neutrophil,Infection
CELL_002513,0,Eosinophil,Normal_WBC
CELL_003111,0,Normal_RBC,Normal_RBC
CELL_002786,0,Basophil,Normal_WBC
CELL_001058,0,Neutrophil,Normal_WBC
CELL_002765,0,Basophil,Normal_WBC
CELL_003517,0,Normal_RBC,Normal_RBC
CELL_002785,0,Basophil,Normal_WBC
CELL_003747,0,Platelet,Normal_Platelet
CELL_003975,0,Platelet,Normal_Platelet
CELL_005432,1,Toxic_Granulation,Infection
CELL_002244,0,Monocyte,Normal_WBC
CELL_005120,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004479,1,Elliptocyte,Anemia
CELL_004582,1,Elliptocyte,Anemia
CELL_004467,1,Elliptocyte,Anemia
CELL_004096,1,Blast_Cell,Leukemia
CELL_001284,0,Lymphocyte,Normal_WBC
CELL_000096,0,Neutrophil,Normal_WBC
CELL_003714,0,Platelet,Normal_Platelet
CELL_001706,0,Lymphocyte,Normal_WBC
CELL_003539,0,Normal_RBC,Normal_RBC
CELL_005718,1,Smudge_Cell,Artefact
CELL_001696,0,Lymphocyte,Normal_WBC
CELL_004002,1,Blast_Cell,Leukemia
CELL_002181,0,Monocyte,Normal_WBC
CELL_002338,0,Monocyte,Normal_WBC
CELL_003453,0,Normal_RBC,Normal_RBC
CELL_001884,0,Lymphocyte,Normal_WBC
CELL_005041,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005151,1,Target_Cell,Anemia
CELL_001829,0,Lymphocyte,Normal_WBC
CELL_002800,0,Basophil,Normal_WBC
CELL_000683,0,Neutrophil,Normal_WBC
CELL_002103,0,Monocyte,Normal_WBC
CELL_000064,0,Neutrophil,Normal_WBC
CELL_001667,0,Lymphocyte,Normal_WBC
CELL_004017,1,Blast_Cell,Leukemia
CELL_003614,0,Normal_RBC,Normal_RBC
CELL_002426,0,Eosinophil,Normal_WBC
CELL_005493,1,Toxic_Granulation,Infection
CELL_004653,1,Elliptocyte,Anemia
CELL_000701,0,Neutrophil,Normal_WBC
CELL_003908,0,Platelet,Normal_Platelet
CELL_001558,0,Lymphocyte,Normal_WBC
CELL_000002,0,Neutrophil,Normal_WBC
CELL_004742,1,Schistocyte,Anemia
CELL_002824,0,Normal_RBC,Normal_RBC
CELL_004274,1,Blast_Cell,Leukemia
CELL_000929,0,Neutrophil,Normal_WBC
CELL_003937,0,Platelet,Normal_Platelet
CELL_005246,1,Target_Cell,Anemia
CELL_000945,0,Neutrophil,Normal_WBC
CELL_000697,0,Neutrophil,Normal_WBC
CELL_005743,1,Smudge_Cell,Artefact
CELL_004499,1,Elliptocyte,Anemia
CELL_000333,0,Neutrophil,Normal_WBC
CELL_005189,1,Target_Cell,Anemia
CELL_005869,1,Artefact,Artefact
CELL_003073,0,Normal_RBC,Normal_RBC
CELL_000773,0,Neutrophil,Normal_WBC
CELL_002995,0,Normal_RBC,Normal_RBC
CELL_004180,1,Blast_Cell,Leukemia
CELL_002753,0,Basophil,Normal_WBC
CELL_003765,0,Platelet,Normal_Platelet
CELL_004250,1,Blast_Cell,Leukemia
CELL_000473,0,Neutrophil,Normal_WBC
CELL_002101,0,Monocyte,Normal_WBC
CELL_002090,0,Monocyte,Normal_WBC
CELL_001071,0,Neutrophil,Normal_WBC
CELL_004358,1,Prolymphocyte,Leukemia
CELL_001455,0,Lymphocyte,Normal_WBC
CELL_005346,1,Hypersegmented_Neutrophil,Infection
CELL_004294,1,Prolymphocyte,Leukemia
CELL_005763,1,Smudge_Cell,Artefact
CELL_001905,0,Lymphocyte,Normal_WBC
CELL_001535,0,Lymphocyte,Normal_WBC
CELL_005468,1,Toxic_Granulation,Infection
CELL_004787,1,Schistocyte,Anemia
CELL_003836,0,Platelet,Normal_Platelet
CELL_001542,0,Lymphocyte,Normal_WBC
CELL_005854,1,Artefact,Artefact
CELL_000574,0,Neutrophil,Normal_WBC
CELL_004118,1,Blast_Cell,Leukemia
CELL_002195,0,Monocyte,Normal_WBC
CELL_004173,1,Blast_Cell,Leukemia
CELL_000629,0,Neutrophil,Normal_WBC
CELL_003580,0,Normal_RBC,Normal_RBC
CELL_005396,1,Hypersegmented_Neutrophil,Infection
CELL_004359,1,Prolymphocyte,Leukemia
CELL_003037,0,Normal_RBC,Normal_RBC
CELL_004321,1,Prolymphocyte,Leukemia
CELL_004578,1,Elliptocyte,Anemia
CELL_000295,0,Neutrophil,Normal_WBC
CELL_005025,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003678,0,Normal_RBC,Normal_RBC
CELL_000437,0,Neutrophil,Normal_WBC
CELL_004570,1,Elliptocyte,Anemia
CELL_005097,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003565,0,Normal_RBC,Normal_RBC
CELL_002969,0,Normal_RBC,Normal_RBC
CELL_000062,0,Neutrophil,Normal_WBC
CELL_004452,1,Prolymphocyte,Leukemia
CELL_002220,0,Monocyte,Normal_WBC
CELL_005571,1,Reactive_Lymphocyte,Infection
CELL_001548,0,Lymphocyte,Normal_WBC
CELL_003417,0,Normal_RBC,Normal_RBC
CELL_004584,1,Elliptocyte,Anemia
CELL_005037,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000103,0,Neutrophil,Normal_WBC
CELL_001601,0,Lymphocyte,Normal_WBC
CELL_004999,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004520,1,Elliptocyte,Anemia
CELL_004763,1,Schistocyte,Anemia
CELL_000128,0,Neutrophil,Normal_WBC
CELL_000657,0,Neutrophil,Normal_WBC
CELL_000781,0,Neutrophil,Normal_WBC
CELL_002435,0,Eosinophil,Normal_WBC
CELL_002851,0,Normal_RBC,Normal_RBC
CELL_003512,0,Normal_RBC,Normal_RBC
CELL_004731,1,Schistocyte,Anemia
CELL_003419,0,Normal_RBC,Normal_RBC
CELL_001736,0,Lymphocyte,Normal_WBC
CELL_002959,0,Normal_RBC,Normal_RBC
CELL_005603,1,Reactive_Lymphocyte,Infection
CELL_004735,1,Schistocyte,Anemia
CELL_005248,1,Target_Cell,Anemia
CELL_005424,1,Toxic_Granulation,Infection
CELL_001087,0,Neutrophil,Normal_WBC
CELL_002987,0,Normal_RBC,Normal_RBC
CELL_002571,0,Eosinophil,Normal_WBC
CELL_004974,1,Spherocyte,Anemia
CELL_000269,0,Neutrophil,Normal_WBC
CELL_005267,1,Hypersegmented_Neutrophil,Infection
CELL_005752,1,Smudge_Cell,Artefact
CELL_002625,0,Eosinophil,Normal_WBC
CELL_005391,1,Hypersegmented_Neutrophil,Infection
CELL_002858,0,Normal_RBC,Normal_RBC
CELL_005113,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003386,0,Normal_RBC,Normal_RBC
CELL_004272,1,Blast_Cell,Leukemia
CELL_001020,0,Neutrophil,Normal_WBC
CELL_000812,0,Neutrophil,Normal_WBC
CELL_001994,0,Monocyte,Normal_WBC
CELL_000194,0,Neutrophil,Normal_WBC
CELL_003139,0,Normal_RBC,Normal_RBC
CELL_005469,1,Toxic_Granulation,Infection
CELL_000759,0,Neutrophil,Normal_WBC
CELL_000373,0,Neutrophil,Normal_WBC
CELL_004982,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002446,0,Eosinophil,Normal_WBC
CELL_002414,0,Eosinophil,Normal_WBC
CELL_000609,0,Neutrophil,Normal_WBC
CELL_001481,0,Lymphocyte,Normal_WBC
CELL_002805,0,Normal_RBC,Normal_RBC
CELL_004830,1,Schistocyte,Anemia
CELL_002662,0,Basophil,Normal_WBC
CELL_005564,1,Reactive_Lymphocyte,Infection
CELL_003432,0,Normal_RBC,Normal_RBC
CELL_002328,0,Monocyte,Normal_WBC
CELL_005793,1,Smudge_Cell,Artefact
CELL_002767,0,Basophil,Normal_WBC
CELL_005263,1,Hypersegmented_Neutrophil,Infection
CELL_005051,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004228,1,Blast_Cell,Leukemia
CELL_005761,1,Smudge_Cell,Artefact
CELL_004137,1,Blast_Cell,Leukemia
CELL_001397,0,Lymphocyte,Normal_WBC
CELL_005015,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003127,0,Normal_RBC,Normal_RBC
CELL_005727,1,Smudge_Cell,Artefact
CELL_001805,0,Lymphocyte,Normal_WBC
CELL_000091,0,Neutrophil,Normal_WBC
CELL_000466,0,Neutrophil,Normal_WBC
CELL_002650,0,Eosinophil,Normal_WBC
CELL_000737,0,Neutrophil,Normal_WBC
CELL_004367,1,Prolymphocyte,Leukemia
CELL_002362,0,Eosinophil,Normal_WBC
CELL_000711,0,Neutrophil,Normal_WBC
CELL_004251,1,Blast_Cell,Leukemia
CELL_005850,1,Artefact,Artefact
CELL_002459,0,Eosinophil,Normal_WBC
CELL_003390,0,Normal_RBC,Normal_RBC
CELL_003421,0,Normal_RBC,Normal_RBC
CELL_005641,1,Reactive_Lymphocyte,Infection
CELL_003794,0,Platelet,Normal_Platelet
CELL_003224,0,Normal_RBC,Normal_RBC
CELL_001619,0,Lymphocyte,Normal_WBC
CELL_000234,0,Neutrophil,Normal_WBC
CELL_000505,0,Neutrophil,Normal_WBC
CELL_003345,0,Normal_RBC,Normal_RBC
CELL_001669,0,Lymphocyte,Normal_WBC
CELL_001138,0,Lymphocyte,Normal_WBC
CELL_005081,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004700,1,Schistocyte,Anemia
CELL_003099,0,Normal_RBC,Normal_RBC
CELL_004902,1,Spherocyte,Anemia
CELL_004285,1,Prolymphocyte,Leukemia
CELL_000330,0,Neutrophil,Normal_WBC
CELL_002342,0,Monocyte,Normal_WBC
CELL_005161,1,Target_Cell,Anemia
CELL_005457,1,Toxic_Granulation,Infection
CELL_000467,0,Neutrophil,Normal_WBC
CELL_000180,0,Neutrophil,Normal_WBC
CELL_003774,0,Platelet,Normal_Platelet
CELL_005374,1,Hypersegmented_Neutrophil,Infection
CELL_000042,0,Neutrophil,Normal_WBC
CELL_003072,0,Normal_RBC,Normal_RBC
CELL_002138,0,Monocyte,Normal_WBC
CELL_003410,0,Normal_RBC,Normal_RBC
CELL_001705,0,Lymphocyte,Normal_WBC
CELL_002159,0,Monocyte,Normal_WBC
CELL_004881,1,Spherocyte,Anemia
CELL_002953,0,Normal_RBC,Normal_RBC
CELL_004456,1,Prolymphocyte,Leukemia
CELL_004139,1,Blast_Cell,Leukemia
CELL_000912,0,Neutrophil,Normal_WBC
CELL_003484,0,Normal_RBC,Normal_RBC
CELL_002276,0,Monocyte,Normal_WBC
CELL_002084,0,Monocyte,Normal_WBC
CELL_003280,0,Normal_RBC,Normal_RBC
CELL_004282,1,Prolymphocyte,Leukemia
CELL_000675,0,Neutrophil,Normal_WBC
CELL_002387,0,Eosinophil,Normal_WBC
CELL_002983,0,Normal_RBC,Normal_RBC
CELL_004540,1,Elliptocyte,Anemia
CELL_003225,0,Normal_RBC,Normal_RBC
CELL_005220,1,Target_Cell,Anemia
CELL_000450,0,Neutrophil,Normal_WBC
CELL_001045,0,Neutrophil,Normal_WBC
CELL_001514,0,Lymphocyte,Normal_WBC
CELL_004220,1,Blast_Cell,Leukemia
CELL_001902,0,Lymphocyte,Normal_WBC
CELL_001234,0,Lymphocyte,Normal_WBC
CELL_005494,1,Toxic_Granulation,Infection
CELL_004436,1,Prolymphocyte,Leukemia
CELL_000749,0,Neutrophil,Normal_WBC
CELL_005302,1,Hypersegmented_Neutrophil,Infection
CELL_002025,0,Monocyte,Normal_WBC
CELL_000219,0,Neutrophil,Normal_WBC
CELL_004913,1,Spherocyte,Anemia
CELL_003367,0,Normal_RBC,Normal_RBC
CELL_000248,0,Neutrophil,Normal_WBC
CELL_005544,1,Toxic_Granulation,Infection
CELL_003665,0,Normal_RBC,Normal_RBC
CELL_001959,0,Monocyte,Normal_WBC
CELL_001970,0,Monocyte,Normal_WBC
CELL_005233,1,Target_Cell,Anemia
CELL_002056,0,Monocyte,Normal_WBC
CELL_000648,0,Neutrophil,Normal_WBC
CELL_002440,0,Eosinophil,Normal_WBC
CELL_004450,1,Prolymphocyte,Leukemia
CELL_001603,0,Lymphocyte,Normal_WBC
CELL_000378,0,Neutrophil,Normal_WBC
CELL_003807,0,Platelet,Normal_Platelet
CELL_001783,0,Lymphocyte,Normal_WBC
CELL_003163,0,Normal_RBC,Normal_RBC
CELL_003031,0,Normal_RBC,Normal_RBC
CELL_002536,0,Eosinophil,Normal_WBC
CELL_000244,0,Neutrophil,Normal_WBC
CELL_000581,0,Neutrophil,Normal_WBC
CELL_001555,0,Lymphocyte,Normal_WBC
CELL_005828,1,Artefact,Artefact
CELL_002182,0,Monocyte,Normal_WBC
CELL_003170,0,Normal_RBC,Normal_RBC
CELL_000044,0,Neutrophil,Normal_WBC
CELL_004984,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000955,0,Neutrophil,Normal_WBC
CELL_003256,0,Normal_RBC,Normal_RBC
CELL_004209,1,Blast_Cell,Leukemia
CELL_002556,0,Eosinophil,Normal_WBC
CELL_001264,0,Lymphocyte,Normal_WBC
CELL_005067,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000099,0,Neutrophil,Normal_WBC
CELL_005212,1,Target_Cell,Anemia
CELL_001340,0,Lymphocyte,Normal_WBC
CELL_002550,0,Eosinophil,Normal_WBC
CELL_000396,0,Neutrophil,Normal_WBC
CELL_000385,0,Neutrophil,Normal_WBC
CELL_004114,1,Blast_Cell,Leukemia
CELL_000118,0,Neutrophil,Normal_WBC
CELL_004816,1,Schistocyte,Anemia
CELL_000587,0,Neutrophil,Normal_WBC
CELL_002568,0,Eosinophil,Normal_WBC
CELL_003108,0,Normal_RBC,Normal_RBC
CELL_003670,0,Normal_RBC,Normal_RBC
CELL_005178,1,Target_Cell,Anemia
CELL_003159,0,Normal_RBC,Normal_RBC
CELL_000908,0,Neutrophil,Normal_WBC
CELL_002353,0,Eosinophil,Normal_WBC
CELL_002521,0,Eosinophil,Normal_WBC
CELL_001755,0,Lymphocyte,Normal_WBC
CELL_005408,1,Hypersegmented_Neutrophil,Infection
CELL_004092,1,Blast_Cell,Leukemia
CELL_003642,0,Normal_RBC,Normal_RBC
CELL_004628,1,Elliptocyte,Anemia
CELL_000197,0,Neutrophil,Normal_WBC
CELL_005330,1,Hypersegmented_Neutrophil,Infection
CELL_001104,0,Lymphocyte,Normal_WBC
CELL_005284,1,Hypersegmented_Neutrophil,Infection
CELL_001659,0,Lymphocyte,Normal_WBC
CELL_002316,0,Monocyte,Normal_WBC
CELL_001928,0,Lymphocyte,Normal_WBC
CELL_003673,0,Normal_RBC,Normal_RBC
CELL_003907,0,Platelet,Normal_Platelet
CELL_002919,0,Normal_RBC,Normal_RBC
CELL_005805,1,Artefact,Artefact
CELL_000166,0,Neutrophil,Normal_WBC
CELL_003809,0,Platelet,Normal_Platelet
CELL_001753,0,Lymphocyte,Normal_WBC
CELL_005071,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005028,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005762,1,Smudge_Cell,Artefact
CELL_003650,0,Normal_RBC,Normal_RBC
CELL_000292,0,Neutrophil,Normal_WBC
