cell_id,anomaly_label,cell_type,disease_category
CELL_000637,0,Neutrophil,Normal_WBC
CELL_000435,0,Neutrophil,Normal_WBC
CELL_001904,0,Lymphocyte,Normal_WBC
CELL_000098,0,Neutrophil,Normal_WBC
CELL_003049,0,Normal_RBC,Normal_RBC
CELL_003248,0,Normal_RBC,Normal_RBC
CELL_002070,0,Monocyte,Normal_WBC
CELL_001538,0,Lymphocyte,Normal_WBC
CELL_003078,0,Normal_RBC,Normal_RBC
CELL_005019,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_004680,1,Schistocyte,Anemia
CELL_004150,1,Blast_Cell,Leukemia
CELL_001518,0,Lymphocyte,Normal_WBC
CELL_000966,0,Neutrophil,Normal_WBC
CELL_005675,1,Reactive_Lymphocyte,Infection
CELL_000529,0,Neutrophil,Normal_WBC
CELL_000177,0,Neutrophil,Normal_WBC
CELL_002471,0,Eosinophil,Normal_WBC
CELL_004432,1,Prolymphocyte,Leukemia
CELL_003456,0,Normal_RBC,Normal_RBC
CELL_003002,0,Normal_RBC,Normal_RBC
CELL_005037,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000573,0,Neutrophil,Normal_WBC
CELL_003561,0,Normal_RBC,Normal_RBC
CELL_000593,0,Neutrophil,Normal_WBC
CELL_004879,1,Spherocyte,Anemia
CELL_003063,0,Normal_RBC,Normal_RBC
CELL_003348,0,Normal_RBC,Normal_RBC
CELL_002375,0,Eosinophil,Normal_WBC
CELL_003065,0,Normal_RBC,Normal_RBC
CELL_005516,1,Toxic_Granulation,Infection
CELL_004246,1,Blast_Cell,Leukemia
CELL_004354,1,Prolymphocyte,Leukemia
CELL_002209,0,Monocyte,Normal_WBC
CELL_003489,0,Normal_RBC,Normal_RBC
CELL_002493,0,Eosinophil,Normal_WBC
CELL_003750,0,Platelet,Normal_Platelet
CELL_000384,0,Neutrophil,Normal_WBC
CELL_000853,0,Neutrophil,Normal_WBC
CELL_001881,0,Lymphocyte,Normal_WBC
CELL_000371,0,Neutrophil,Normal_WBC
CELL_004057,1,Blast_Cell,Leukemia
CELL_004146,1,Blast_Cell,Leukemia
CELL_005103,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005070,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001106,0,Lymphocyte,Normal_WBC
CELL_003498,0,Normal_RBC,Normal_RBC
CELL_002362,0,Eosinophil,Normal_WBC
CELL_004729,1,Schistocyte,Anemia
CELL_001337,0,Lymphocyte,Normal_WBC
CELL_002190,0,Monocyte,Normal_WBC
CELL_005392,1,Hypersegmented_Neutrophil,Infection
CELL_005297,1,Hypersegmented_Neutrophil,Infection
CELL_003163,0,Normal_RBC,Normal_RBC
CELL_002247,0,Monocyte,Normal_WBC
CELL_003983,0,Platelet,Normal_Platelet
CELL_005696,1,Reactive_Lymphocyte,Infection
CELL_001172,0,Lymphocyte,Normal_WBC
CELL_003524,0,Normal_RBC,Normal_RBC
CELL_003659,0,Normal_RBC,Normal_RBC
CELL_001423,0,Lymphocyte,Normal_WBC
CELL_002687,0,Basophil,Normal_WBC
CELL_003188,0,Normal_RBC,Normal_RBC
CELL_004242,1,Blast_Cell,Leukemia
CELL_004878,1,Spherocyte,Anemia
CELL_001465,0,Lymphocyte,Normal_WBC
CELL_000875,0,Neutrophil,Normal_WBC
CELL_002298,0,Monocyte,Normal_WBC
CELL_002644,0,Eosinophil,Normal_WBC
CELL_004488,1,Elliptocyte,Anemia
CELL_005539,1,Toxic_Granulation,Infection
CELL_001252,0,Lymphocyte,Normal_WBC
CELL_003196,0,Normal_RBC,Normal_RBC
CELL_000841,0,Neutrophil,Normal_WBC
CELL_005468,1,Toxic_Granulation,Infection
CELL_000582,0,Neutrophil,Normal_WBC
CELL_000205,0,Neutrophil,Normal_WBC
CELL_001642,0,Lymphocyte,Normal_WBC
CELL_002015,0,Monocyte,Normal_WBC
CELL_000906,0,Neutrophil,Normal_WBC
CELL_000632,0,Neutrophil,Normal_WBC
CELL_004791,1,Schistocyte,Anemia
CELL_001975,0,Monocyte,Normal_WBC
CELL_000163,0,Neutrophil,Normal_WBC
CELL_004218,1,Blast_Cell,Leukemia
CELL_003898,0,Platelet,Normal_Platelet
CELL_005283,1,Hypersegmented_Neutrophil,Infection
CELL_003376,0,Normal_RBC,Normal_RBC
CELL_000618,0,Neutrophil,Normal_WBC
CELL_000876,0,Neutrophil,Normal_WBC
CELL_001432,0,Lymphocyte,Normal_WBC
CELL_002974,0,Normal_RBC,Normal_RBC
CELL_004032,1,Blast_Cell,Leukemia
CELL_000548,0,Neutrophil,Normal_WBC
CELL_004335,1,Prolymphocyte,Leukemia
CELL_005340,1,Hypersegmented_Neutrophil,Infection
CELL_004952,1,Spherocyte,Anemia
CELL_003249,0,Normal_RBC,Normal_RBC
CELL_003616,0,Normal_RBC,Normal_RBC
CELL_003371,0,Normal_RBC,Normal_RBC
CELL_004797,1,Schistocyte,Anemia
CELL_002857,0,Normal_RBC,Normal_RBC
CELL_001862,0,Lymphocyte,Normal_WBC
CELL_002660,0,Basophil,Normal_WBC
CELL_005395,1,Hypersegmented_Neutrophil,Infection
CELL_000641,0,Neutrophil,Normal_WBC
CELL_003663,0,Normal_RBC,Normal_RBC
CELL_004478,1,Elliptocyte,Anemia
CELL_005745,1,Smudge_Cell,Artefact
CELL_000638,0,Neutrophil,Normal_WBC
CELL_005877,1,Artefact,Artefact
CELL_004968,1,Spherocyte,Anemia
CELL_002309,0,Monocyte,Normal_WBC
CELL_004510,1,Elliptocyte,Anemia
CELL_003146,0,Normal_RBC,Normal_RBC
CELL_003632,0,Normal_RBC,Normal_RBC
CELL_002097,0,Monocyte,Normal_WBC
CELL_004295,1,Prolymphocyte,Leukemia
CELL_001957,0,Monocyte,Normal_WBC
CELL_001373,0,Lymphocyte,Normal_WBC
CELL_004002,1,Blast_Cell,Leukemia
CELL_000922,0,Neutrophil,Normal_WBC
CELL_000547,0,Neutrophil,Normal_WBC
CELL_001450,0,Lymphocyte,Normal_WBC
CELL_002805,0,Normal_RBC,Normal_RBC
CELL_002611,0,Eosinophil,Normal_WBC
CELL_001901,0,Lymphocyte,Normal_WBC
CELL_002758,0,Basophil,Normal_WBC
CELL_002029,0,Monocyte,Normal_WBC
CELL_002302,0,Monocyte,Normal_WBC
CELL_001886,0,Lymphocyte,Normal_WBC
CELL_001643,0,Lymphocyte,Normal_WBC
CELL_000973,0,Neutrophil,Normal_WBC
CELL_005651,1,Reactive_Lymphocyte,Infection
CELL_002098,0,Monocyte,Normal_WBC
CELL_005107,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005194,1,Target_Cell,Anemia
CELL_005282,1,Hypersegmented_Neutrophil,Infection
CELL_005839,1,Artefact,Artefact
CELL_000837,0,Neutrophil,Normal_WBC
CELL_000602,0,Neutrophil,Normal_WBC
CELL_002185,0,Monocyte,Normal_WBC
CELL_004677,1,Schistocyte,Anemia
CELL_003379,0,Normal_RBC,Normal_RBC
CELL_005050,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001583,0,Lymphocyte,Normal_WBC
CELL_005004,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003443,0,Normal_RBC,Normal_RBC
CELL_003708,0,Platelet,Normal_Platelet
CELL_001071,0,Neutrophil,Normal_WBC
CELL_001776,0,Lymphocyte,Normal_WBC
CELL_005650,1,Reactive_Lymphocyte,Infection
CELL_001284,0,Lymphocyte,Normal_WBC
CELL_005727,1,Smudge_Cell,Artefact
CELL_004293,1,Prolymphocyte,Leukemia
CELL_005587,1,Reactive_Lymphocyte,Infection
CELL_001837,0,Lymphocyte,Normal_WBC
CELL_005153,1,Target_Cell,Anemia
CELL_001020,0,Neutrophil,Normal_WBC
CELL_000971,0,Neutrophil,Normal_WBC
CELL_001327,0,Lymphocyte,Normal_WBC
CELL_005838,1,Artefact,Artefact
CELL_000476,0,Neutrophil,Normal_WBC
CELL_002811,0,Normal_RBC,Normal_RBC
CELL_004407,1,Prolymphocyte,Leukemia
CELL_001652,0,Lymphocyte,Normal_WBC
CELL_005459,1,Toxic_Granulation,Infection
CELL_005024,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002529,0,Eosinophil,Normal_WBC
CELL_003545,0,Normal_RBC,Normal_RBC
CELL_005083,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005231,1,Target_Cell,Anemia
CELL_001374,0,Lymphocyte,Normal_WBC
CELL_000740,0,Neutrophil,Normal_WBC
CELL_004519,1,Elliptocyte,Anemia
CELL_003323,0,Normal_RBC,Normal_RBC
CELL_000868,0,Neutrophil,Normal_WBC
CELL_002975,0,Normal_RBC,Normal_RBC
CELL_001141,0,Lymphocyte,Normal_WBC
CELL_000998,0,Neutrophil,Normal_WBC
CELL_001338,0,Lymphocyte,Normal_WBC
CELL_000542,0,Neutrophil,Normal_WBC
CELL_001100,0,Neutrophil,Normal_WBC
CELL_001133,0,Lymphocyte,Normal_WBC
CELL_005700,1,Reactive_Lymphocyte,Infection
CELL_003693,0,Normal_RBC,Normal_RBC
CELL_002259,0,Monocyte,Normal_WBC
CELL_004751,1,Schistocyte,Anemia
CELL_002963,0,Normal_RBC,Normal_RBC
CELL_000060,0,Neutrophil,Normal_WBC
CELL_003923,0,Platelet,Normal_Platelet
CELL_001939,0,Lymphocyte,Normal_WBC
CELL_003506,0,Normal_RBC,Normal_RBC
CELL_005804,1,Artefact,Artefact
CELL_003263,0,Normal_RBC,Normal_RBC
CELL_002814,0,Normal_RBC,Normal_RBC
CELL_005090,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003287,0,Normal_RBC,Normal_RBC
CELL_001079,0,Neutrophil,Normal_WBC
CELL_004443,1,Prolymphocyte,Leukemia
CELL_005373,1,Hypersegmented_Neutrophil,Infection
CELL_005270,1,Hypersegmented_Neutrophil,Infection
CELL_005002,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002631,0,Eosinophil,Normal_WBC
CELL_004710,1,Schistocyte,Anemia
CELL_004249,1,Blast_Cell,Leukemia
CELL_003275,0,Normal_RBC,Normal_RBC
CELL_000941,0,Neutrophil,Normal_WBC
CELL_001081,0,Neutrophil,Normal_WBC
CELL_000188,0,Neutrophil,Normal_WBC
CELL_003575,0,Normal_RBC,Normal_RBC
CELL_004183,1,Blast_Cell,Leukemia
CELL_002086,0,Monocyte,Normal_WBC
CELL_002250,0,Monocyte,Normal_WBC
CELL_003542,0,Normal_RBC,Normal_RBC
CELL_005751,1,Smudge_Cell,Artefact
CELL_002024,0,Monocyte,Normal_WBC
CELL_005063,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_001493,0,Lymphocyte,Normal_WBC
CELL_004512,1,Elliptocyte,Anemia
CELL_003884,0,Platelet,Normal_Platelet
CELL_000227,0,Neutrophil,Normal_WBC
CELL_001014,0,Neutrophil,Normal_WBC
CELL_002584,0,Eosinophil,Normal_WBC
CELL_001930,0,Lymphocyte,Normal_WBC
CELL_004130,1,Blast_Cell,Leukemia
CELL_005786,1,Smudge_Cell,Artefact
CELL_001405,0,Lymphocyte,Normal_WBC
CELL_002180,0,Monocyte,Normal_WBC
CELL_000698,0,Neutrophil,Normal_WBC
CELL_001125,0,Lymphocyte,Normal_WBC
CELL_005038,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003971,0,Platelet,Normal_Platelet
CELL_001779,0,Lymphocyte,Normal_WBC
CELL_002635,0,Eosinophil,Normal_WBC
CELL_003092,0,Normal_RBC,Normal_RBC
CELL_005836,1,Artefact,Artefact
CELL_001038,0,Neutrophil,Normal_WBC
CELL_004898,1,Spherocyte,Anemia
CELL_002257,0,Monocyte,Normal_WBC
CELL_004641,1,Elliptocyte,Anemia
CELL_005810,1,Artefact,Artefact
CELL_000314,0,Neutrophil,Normal_WBC
CELL_002650,0,Eosinophil,Normal_WBC
CELL_002282,0,Monocyte,Normal_WBC
CELL_005879,1,Artefact,Artefact
CELL_004201,1,Blast_Cell,Leukemia
CELL_002548,0,Eosinophil,Normal_WBC
CELL_001417,0,Lymphocyte,Normal_WBC
CELL_001037,0,Neutrophil,Normal_WBC
CELL_002160,0,Monocyte,Normal_WBC
CELL_002985,0,Normal_RBC,Normal_RBC
CELL_003138,0,Normal_RBC,Normal_RBC
CELL_004886,1,Spherocyte,Anemia
CELL_001755,0,Lymphocyte,Normal_WBC
CELL_004177,1,Blast_Cell,Leukemia
CELL_003830,0,Platelet,Normal_Platelet
CELL_003667,0,Normal_RBC,Normal_RBC
CELL_003483,0,Normal_RBC,Normal_RBC
CELL_002521,0,Eosinophil,Normal_WBC
CELL_000874,0,Neutrophil,Normal_WBC
CELL_004343,1,Prolymphocyte,Leukemia
CELL_004402,1,Prolymphocyte,Leukemia
CELL_001507,0,Lymphocyte,Normal_WBC
CELL_003740,0,Platelet,Normal_Platelet
CELL_001924,0,Lymphocyte,Normal_WBC
CELL_000449,0,Neutrophil,Normal_WBC
CELL_003842,0,Platelet,Normal_Platelet
CELL_003436,0,Normal_RBC,Normal_RBC
CELL_005841,1,Artefact,Artefact
CELL_003488,0,Normal_RBC,Normal_RBC
CELL_003258,0,Normal_RBC,Normal_RBC
CELL_000362,0,Neutrophil,Normal_WBC
CELL_002184,0,Monocyte,Normal_WBC
CELL_001135,0,Lymphocyte,Normal_WBC
CELL_005679,1,Reactive_Lymphocyte,Infection
CELL_003200,0,Normal_RBC,Normal_RBC
CELL_004688,1,Schistocyte,Anemia
CELL_002156,0,Monocyte,Normal_WBC
CELL_001831,0,Lymphocyte,Normal_WBC
CELL_001054,0,Neutrophil,Normal_WBC
CELL_002461,0,Eosinophil,Normal_WBC
CELL_000023,0,Neutrophil,Normal_WBC
CELL_002067,0,Monocyte,Normal_WBC
CELL_001654,0,Lymphocyte,Normal_WBC
CELL_003517,0,Normal_RBC,Normal_RBC
CELL_004245,1,Blast_Cell,Leukemia
CELL_002744,0,Basophil,Normal_WBC
CELL_003807,0,Platelet,Normal_Platelet
CELL_005701,1,Smudge_Cell,Artefact
CELL_002469,0,Eosinophil,Normal_WBC
CELL_002326,0,Monocyte,Normal_WBC
CELL_000461,0,Neutrophil,Normal_WBC
CELL_001068,0,Neutrophil,Normal_WBC
CELL_000088,0,Neutrophil,Normal_WBC
CELL_001431,0,Lymphocyte,Normal_WBC
CELL_004191,1,Blast_Cell,Leukemia
CELL_000283,0,Neutrophil,Normal_WBC
CELL_002484,0,Eosinophil,Normal_WBC
CELL_000463,0,Neutrophil,Normal_WBC
CELL_000213,0,Neutrophil,Normal_WBC
CELL_002589,0,Eosinophil,Normal_WBC
CELL_003399,0,Normal_RBC,Normal_RBC
CELL_002908,0,Normal_RBC,Normal_RBC
CELL_002582,0,Eosinophil,Normal_WBC
CELL_001369,0,Lymphocyte,Normal_WBC
CELL_000235,0,Neutrophil,Normal_WBC
CELL_005823,1,Artefact,Artefact
CELL_000598,0,Neutrophil,Normal_WBC
CELL_005193,1,Target_Cell,Anemia
CELL_002251,0,Monocyte,Normal_WBC
CELL_004777,1,Schistocyte,Anemia
CELL_002284,0,Monocyte,Normal_WBC
CELL_000663,0,Neutrophil,Normal_WBC
CELL_005835,1,Artefact,Artefact
CELL_002286,0,Monocyte,Normal_WBC
CELL_005544,1,Toxic_Granulation,Infection
CELL_004234,1,Blast_Cell,Leukemia
CELL_003602,0,Normal_RBC,Normal_RBC
CELL_005364,1,Hypersegmented_Neutrophil,Infection
CELL_003403,0,Normal_RBC,Normal_RBC
CELL_002991,0,Normal_RBC,Normal_RBC
CELL_005230,1,Target_Cell,Anemia
CELL_000780,0,Neutrophil,Normal_WBC
CELL_002545,0,Eosinophil,Normal_WBC
CELL_004368,1,Prolymphocyte,Leukemia
CELL_004397,1,Prolymphocyte,Leukemia
CELL_004302,1,Prolymphocyte,Leukemia
CELL_004238,1,Blast_Cell,Leukemia
CELL_004837,1,Spherocyte,Anemia
CELL_005681,1,Reactive_Lymphocyte,Infection
CELL_000686,0,Neutrophil,Normal_WBC
CELL_004929,1,Spherocyte,Anemia
CELL_003244,0,Normal_RBC,Normal_RBC
CELL_001749,0,Lymphocyte,Normal_WBC
CELL_005488,1,Toxic_Granulation,Infection
CELL_005303,1,Hypersegmented_Neutrophil,Infection
CELL_002838,0,Normal_RBC,Normal_RBC
CELL_003033,0,Normal_RBC,Normal_RBC
CELL_002172,0,Monocyte,Normal_WBC
CELL_003768,0,Platelet,Normal_Platelet
CELL_001851,0,Lymphocyte,Normal_WBC
CELL_000488,0,Neutrophil,Normal_WBC
CELL_001689,0,Lymphocyte,Normal_WBC
CELL_002231,0,Monocyte,Normal_WBC
CELL_004428,1,Prolymphocyte,Leukemia
CELL_002321,0,Monocyte,Normal_WBC
CELL_000783,0,Neutrophil,Normal_WBC
CELL_000522,0,Neutrophil,Normal_WBC
CELL_000523,0,Neutrophil,Normal_WBC
CELL_004308,1,Prolymphocyte,Leukemia
CELL_002940,0,Normal_RBC,Normal_RBC
CELL_004590,1,Elliptocyte,Anemia
CELL_004734,1,Schistocyte,Anemia
CELL_002399,0,Eosinophil,Normal_WBC
CELL_002208,0,Monocyte,Normal_WBC
CELL_004429,1,Prolymphocyte,Leukemia
CELL_000781,0,Neutrophil,Normal_WBC
CELL_004597,1,Elliptocyte,Anemia
CELL_003840,0,Platelet,Normal_Platelet
CELL_001512,0,Lymphocyte,Normal_WBC
CELL_001883,0,Lymphocyte,Normal_WBC
CELL_000652,0,Neutrophil,Normal_WBC
CELL_005590,1,Reactive_Lymphocyte,Infection
CELL_001802,0,Lymphocyte,Normal_WBC
CELL_000370,0,Neutrophil,Normal_WBC
CELL_005221,1,Target_Cell,Anemia
CELL_003584,0,Normal_RBC,Normal_RBC
CELL_000119,0,Neutrophil,Normal_WBC
CELL_000378,0,Neutrophil,Normal_WBC
CELL_000217,0,Neutrophil,Normal_WBC
CELL_002217,0,Monocyte,Normal_WBC
CELL_005213,1,Target_Cell,Anemia
CELL_001614,0,Lymphocyte,Normal_WBC
CELL_002884,0,Normal_RBC,Normal_RBC
CELL_004348,1,Prolymphocyte,Leukemia
CELL_000963,0,Neutrophil,Normal_WBC
CELL_005292,1,Hypersegmented_Neutrophil,Infection
CELL_002511,0,Eosinophil,Normal_WBC
CELL_005518,1,Toxic_Granulation,Infection
CELL_004474,1,Elliptocyte,Anemia
CELL_005755,1,Smudge_Cell,Artefact
CELL_000360,0,Neutrophil,Normal_WBC
CELL_001247,0,Lymphocyte,Normal_WBC
CELL_003409,0,Normal_RBC,Normal_RBC
CELL_004072,1,Blast_Cell,Leukemia
CELL_002416,0,Eosinophil,Normal_WBC
CELL_005469,1,Toxic_Granulation,Infection
CELL_004967,1,Spherocyte,Anemia
CELL_002186,0,Monocyte,Normal_WBC
CELL_003839,0,Platelet,Normal_Platelet
CELL_002568,0,Eosinophil,Normal_WBC
CELL_003424,0,Normal_RBC,Normal_RBC
CELL_002038,0,Monocyte,Normal_WBC
CELL_004999,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000773,0,Neutrophil,Normal_WBC
CELL_001285,0,Lymphocyte,Normal_WBC
CELL_005402,1,Hypersegmented_Neutrophil,Infection
CELL_005567,1,Reactive_Lymphocyte,Infection
CELL_002588,0,Eosinophil,Normal_WBC
CELL_005372,1,Hypersegmented_Neutrophil,Infection
CELL_001415,0,Lymphocyte,Normal_WBC
CELL_001235,0,Lymphocyte,Normal_WBC
CELL_003668,0,Normal_RBC,Normal_RBC
CELL_000436,0,Neutrophil,Normal_WBC
CELL_001675,0,Lymphocyte,Normal_WBC
CELL_003300,0,Normal_RBC,Normal_RBC
CELL_000366,0,Neutrophil,Normal_WBC
CELL_003594,0,Normal_RBC,Normal_RBC
CELL_000232,0,Neutrophil,Normal_WBC
CELL_005005,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000148,0,Neutrophil,Normal_WBC
CELL_005164,1,Target_Cell,Anemia
CELL_003089,0,Normal_RBC,Normal_RBC
CELL_003879,0,Platelet,Normal_Platelet
CELL_000408,0,Neutrophil,Normal_WBC
CELL_002091,0,Monocyte,Normal_WBC
CELL_000087,0,Neutrophil,Normal_WBC
CELL_003272,0,Normal_RBC,Normal_RBC
CELL_000845,0,Neutrophil,Normal_WBC
CELL_001032,0,Neutrophil,Normal_WBC
CELL_003571,0,Normal_RBC,Normal_RBC
CELL_005060,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_003733,0,Platelet,Normal_Platelet
CELL_002988,0,Normal_RBC,Normal_RBC
CELL_004666,1,Schistocyte,Anemia
CELL_002629,0,Eosinophil,Normal_WBC
CELL_003606,0,Normal_RBC,Normal_RBC
CELL_003626,0,Normal_RBC,Normal_RBC
CELL_000856,0,Neutrophil,Normal_WBC
CELL_003004,0,Normal_RBC,Normal_RBC
CELL_000079,0,Neutrophil,Normal_WBC
CELL_002993,0,Normal_RBC,Normal_RBC
CELL_002248,0,Monocyte,Normal_WBC
CELL_003899,0,Platelet,Normal_Platelet
CELL_005366,1,Hypersegmented_Neutrophil,Infection
CELL_005405,1,Hypersegmented_Neutrophil,Infection
CELL_000759,0,Neutrophil,Normal_WBC
CELL_005142,1,Target_Cell,Anemia
CELL_003356,0,Normal_RBC,Normal_RBC
CELL_003959,0,Platelet,Normal_Platelet
CELL_002280,0,Monocyte,Normal_WBC
CELL_003530,0,Normal_RBC,Normal_RBC
CELL_004162,1,Blast_Cell,Leukemia
CELL_004882,1,Spherocyte,Anemia
CELL_004682,1,Schistocyte,Anemia
CELL_004399,1,Prolymphocyte,Leukemia
CELL_003609,0,Normal_RBC,Normal_RBC
CELL_002177,0,Monocyte,Normal_WBC
CELL_000425,0,Neutrophil,Normal_WBC
CELL_000393,0,Neutrophil,Normal_WBC
CELL_004387,1,Prolymphocyte,Leukemia
CELL_005554,1,Reactive_Lymphocyte,Infection
CELL_002240,0,Monocyte,Normal_WBC
CELL_000105,0,Neutrophil,Normal_WBC
CELL_002673,0,Basophil,Normal_WBC
CELL_005096,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005381,1,Hypersegmented_Neutrophil,Infection
CELL_002069,0,Monocyte,Normal_WBC
CELL_003820,0,Platelet,Normal_Platelet
CELL_003494,0,Normal_RBC,Normal_RBC
CELL_001949,0,Lymphocyte,Normal_WBC
CELL_001460,0,Lymphocyte,Normal_WBC
CELL_001769,0,Lymphocyte,Normal_WBC
CELL_003299,0,Normal_RBC,Normal_RBC
CELL_003814,0,Platelet,Normal_Platelet
CELL_003681,0,Normal_RBC,Normal_RBC
CELL_005629,1,Reactive_Lymphocyte,Infection
CELL_001588,0,Lymphocyte,Normal_WBC
CELL_005416,1,Toxic_Granulation,Infection
CELL_001732,0,Lymphocyte,Normal_WBC
CELL_005600,1,Reactive_Lymphocyte,Infection
CELL_004582,1,Elliptocyte,Anemia
CELL_000183,0,Neutrophil,Normal_WBC
CELL_001792,0,Lymphocyte,Normal_WBC
CELL_002356,0,Eosinophil,Normal_WBC
CELL_001941,0,Lymphocyte,Normal_WBC
CELL_000703,0,Neutrophil,Normal_WBC
CELL_002443,0,Eosinophil,Normal_WBC
CELL_003826,0,Platelet,Normal_Platelet
CELL_000497,0,Neutrophil,Normal_WBC
CELL_004573,1,Elliptocyte,Anemia
CELL_000465,0,Neutrophil,Normal_WBC
CELL_003651,0,Normal_RBC,Normal_RBC
CELL_005082,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000173,0,Neutrophil,Normal_WBC
CELL_002021,0,Monocyte,Normal_WBC
CELL_005637,1,Reactive_Lymphocyte,Infection
CELL_005235,1,Target_Cell,Anemia
CELL_002541,0,Eosinophil,Normal_WBC
CELL_005828,1,Artefact,Artefact
CELL_004014,1,Blast_Cell,Leukemia
CELL_002261,0,Monocyte,Normal_WBC
CELL_003085,0,Normal_RBC,Normal_RBC
CELL_002113,0,Monocyte,Normal_WBC
CELL_000901,0,Neutrophil,Normal_WBC
CELL_001447,0,Lymphocyte,Normal_WBC
CELL_001912,0,Lymphocyte,Normal_WBC
CELL_002698,0,Basophil,Normal_WBC
CELL_003858,0,Platelet,Normal_Platelet
CELL_000742,0,Neutrophil,Normal_WBC
CELL_002294,0,Monocyte,Normal_WBC
CELL_002453,0,Eosinophil,Normal_WBC
CELL_003559,0,Normal_RBC,Normal_RBC
CELL_004803,1,Schistocyte,Anemia
CELL_001207,0,Lymphocyte,Normal_WBC
CELL_000510,0,Neutrophil,Normal_WBC
CELL_004877,1,Spherocyte,Anemia
CELL_005837,1,Artefact,Artefact
CELL_005010,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_005323,1,Hypersegmented_Neutrophil,Infection
CELL_001550,0,Lymphocyte,Normal_WBC
CELL_003030,0,Normal_RBC,Normal_RBC
CELL_005062,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_002203,0,Monocyte,Normal_WBC
CELL_002567,0,Eosinophil,Normal_WBC
CELL_003640,0,Normal_RBC,Normal_RBC
CELL_002045,0,Monocyte,Normal_WBC
CELL_000768,0,Neutrophil,Normal_WBC
CELL_005730,1,Smudge_Cell,Artefact
CELL_001509,0,Lymphocyte,Normal_WBC
CELL_003135,0,Normal_RBC,Normal_RBC
CELL_005717,1,Smudge_Cell,Artefact
CELL_000422,0,Neutrophil,Normal_WBC
CELL_000124,0,Neutrophil,Normal_WBC
CELL_004885,1,Spherocyte,Anemia
CELL_003568,0,Normal_RBC,Normal_RBC
CELL_003995,0,Platelet,Normal_Platelet
CELL_000820,0,Neutrophil,Normal_WBC
CELL_001404,0,Lymphocyte,Normal_WBC
CELL_001383,0,Lymphocyte,Normal_WBC
CELL_002149,0,Monocyte,Normal_WBC
CELL_004948,1,Spherocyte,Anemia
CELL_001576,0,Lymphocyte,Normal_WBC
CELL_001639,0,Lymphocyte,Normal_WBC
CELL_001796,0,Lymphocyte,Normal_WBC
CELL_003332,0,Normal_RBC,Normal_RBC
CELL_005657,1,Reactive_Lymphocyte,Infection
CELL_005693,1,Reactive_Lymphocyte,Infection
CELL_000400,0,Neutrophil,Normal_WBC
CELL_003152,0,Normal_RBC,Normal_RBC
CELL_002311,0,Monocyte,Normal_WBC
CELL_000883,0,Neutrophil,Normal_WBC
CELL_003566,0,Normal_RBC,Normal_RBC
CELL_005845,1,Artefact,Artefact
CELL_005814,1,Artefact,Artefact
CELL_001353,0,Lymphocyte,Normal_WBC
CELL_005403,1,Hypersegmented_Neutrophil,Infection
CELL_005346,1,Hypersegmented_Neutrophil,Infection
CELL_002131,0,Monocyte,Normal_WBC
CELL_000983,0,Neutrophil,Normal_WBC
CELL_000457,0,Neutrophil,Normal_WBC
CELL_001487,0,Lymphocyte,Normal_WBC
CELL_001080,0,Neutrophil,Normal_WBC
CELL_001951,0,Monocyte,Normal_WBC
CELL_005059,1,Sickle_Cell,Sickle_Cell_Anemia
CELL_000690,0,Neutrophil,Normal_WBC
CELL_002430,0,Eosinophil,Normal_WBC
CELL_000642,0,Neutrophil,Normal_WBC
CELL_002393,0,Eosinophil,Normal_WBC
CELL_002826,0,Normal_RBC,Normal_RBC
CELL_001954,0,Monocyte,Normal_WBC
CELL_003539,0,Normal_RBC,Normal_RBC
CELL_003738,0,Platelet,Normal_Platelet
CELL_003059,0,Normal_RBC,Normal_RBC
CELL_005694,1,Reactive_Lymphocyte,Infection
CELL_004404,1,Prolymphocyte,Leukemia
CELL_002711,0,Basophil,Normal_WBC
CELL_001084,0,Neutrophil,Normal_WBC
CELL_005415,1,Toxic_Granulation,Infection
CELL_005602,1,Reactive_Lymphocyte,Infection
CELL_004731,1,Schistocyte,Anemia
CELL_001885,0,Lymphocyte,Normal_WBC
CELL_004422,1,Prolymphocyte,Leukemia
CELL_000390,0,Neutrophil,Normal_WBC
CELL_002495,0,Eosinophil,Normal_WBC
CELL_001852,0,Lymphocyte,Normal_WBC
